gene	gene_lfc_negative	fdr_gene_negative
surA	-2.4214775842414156	3.443987141119616e-06
mzrA	-0.8270265601236647	3.443987141119616e-06
shiA	-2.6324351393108265	3.443987141119616e-06
arcA	-1.4328972346980504	3.509896137467008e-06
moaA	-1.8839564278206475	3.5360365370582276e-06
pncC	-1.0447471281356886	3.617166266536678e-06
ycgV	-2.0455980832915435	3.683120096923025e-06
flhD	-1.5845281413783563	3.689616567178864e-06
mhpF	-0.9231729830541411	3.6919503150265014e-06
xdhD	-2.246434140071583	3.878701462628729e-06
yjbG	-1.0005708452926483	3.882253070124681e-06
eutJ	-1.9611394199154233	4.020351030906534e-06
yhbT	-1.3083070400114112	4.379674927972076e-06
garR	-6.279901154025313	4.414076648464463e-06
hybO	-1.1339328691941881	4.431182814419619e-06
yeaH	-0.8850073847882712	4.431182814419619e-06
yegQ	-1.7597270506691491	4.567010134165184e-06
yebS	-1.9357481169015316	4.567010134165184e-06
rpsP	-8.581735109501473	4.707214414328285e-06
ypfG	-1.0225113657002733	4.747454692200082e-06
djlA	-0.8491093751346304	4.789588616525376e-06
ugd	-1.8478663164913005	4.948184271113274e-06
insI-1	-3.351135134244539	5.0009655081522295e-06
entC	-1.3423738216874124	5.0081428079815e-06
ygaH	-1.266455973879119	5.021302211988983e-06
ptsA	-1.3504804447845873	5.070897236636369e-06
waaY	-0.9639896767987219	5.141619904949951e-06
bcsQ	-8.201145831062256	5.433167727374024e-06
yafC	-1.8481923394252642	5.644790634789649e-06
insI-2	-3.351135134244539	5.688333195357671e-06
insI-3	-3.351135134244539	5.688333195357671e-06
fadK	-2.013837401039108	5.962320806963595e-06
tdcC	-1.6665555547811313	6.0294624245507625e-06
waaO	-0.7793422667223425	6.09409573499433e-06
katG	-1.1283603782553646	6.58936188723223e-06
araE	-2.2547149836168874	6.831053975071158e-06
ypaB	-8.234539602253854	6.846232539567165e-06
pepQ	-2.010345036689334	7.250666220649425e-06
yohC	-1.4537027261971218	8.037292614093084e-06
agrB	-1.0146856235426758	8.545467630246175e-06
fldB	-0.8483917777965073	8.57606302993638e-06
xanP	-1.4475414049028725	8.7541790279927e-06
bcsE	-1.010984255071706	8.830270141553065e-06
tolB	-1.6343473716064587	8.992818495380444e-06
hcaD	-0.8794588059053311	9.031500027896403e-06
yjhR	-2.856328210380308	9.652724935581191e-06
yojI	-1.2889097800769442	9.701220021373861e-06
yebF	-0.9351428507601458	9.78282012026928e-06
yjjP	-0.9175272842554107	9.78282012026928e-06
intA	-1.6939440127505487	9.9607678951809e-06
rep	-3.013236862257987	1.023721492858866e-05
hspQ	-1.3973820087466722	1.0257856617540544e-05
kgtP	-1.497550783298644	1.0405785796693237e-05
ompG	-1.8961469747292663	1.0688216054305906e-05
gshB	-1.002736560242745	1.0787633753133213e-05
sseA	-1.1197635649397255	1.0807088880632268e-05
yhaM	-1.822708982800539	1.1199189483915445e-05
sufS	-2.103976835905008	1.1259515672962864e-05
yfdN	-1.6231696238254778	1.1568201560687101e-05
cysI	-1.2818358226863156	1.224959833383902e-05
yhjC	-1.262895950668611	1.224959833383902e-05
yidI	-3.770695550684248	1.243262022588695e-05
rssB	-0.9368143999179425	1.3882838756470286e-05
yhfZ	-2.219896499540194	1.394427650903424e-05
yhjG	-0.8499291721952357	1.3946705862519547e-05
baeS	-1.7377569424869463	1.3986284905195479e-05
deoB	-4.837488308623827	1.4211239886278629e-05
ybbJ	-0.9957085017069438	1.4317281535570241e-05
oppA	-5.280361402084927	1.4664724938195084e-05
srlR	-1.1118394109103351	1.551486504749379e-05
ybeD	-2.2546772524147274	1.558867522122993e-05
ycjU	-1.226100827092642	1.569695071686955e-05
yejK	-2.4402854189457917	1.732870582273357e-05
caiA	-2.0118953988654575	1.7351033798379684e-05
yejF	-4.446218114726082	1.7490609620758452e-05
eutK	-1.924645262813426	1.778844251339205e-05
ytfA	-2.0923481174233154	1.783052507963811e-05
amiC	-0.8972533355290968	1.783052507963811e-05
speF	-1.075979794875958	1.7869848687351862e-05
lldP	-3.5657250233622992	1.7933421784437786e-05
kduI	-1.3395606723285425	1.9727201483082188e-05
cysJ	-1.792364177305367	1.9919947854067218e-05
macB	-1.0481255847908737	2.078826561424284e-05
yfeS	-2.0724889827470685	2.0976886200187544e-05
ygbA	-2.708776628580013	2.1163815758090466e-05
fliD	-0.9809094566489001	2.1692681128534527e-05
fecC	-2.3900047506484623	2.218943486174527e-05
hscB	-1.6170359570553325	2.2522919527958227e-05
ycgI	-1.5217888156645931	2.262530459234763e-05
ogrK	-0.860714576797232	2.347406604443568e-05
yhjY	-1.393932656531133	2.4494921730078628e-05
phoQ	-1.4294368953102994	2.4795676481992167e-05
ulaD	-1.0348486163618318	2.50974854405472e-05
htrE	-1.5946639466515464	2.512871719930944e-05
ycjF	-2.355426308684029	2.558436805456307e-05
ybhJ	-3.224749259823504	2.6006788451593177e-05
ynjB	-2.2261851524483323	2.8469852990599867e-05
ihfB	-0.7258057851921088	2.8971409986987977e-05
yjaG	-0.9228931780613912	2.9893552209148247e-05
yqiB	-1.616284372774827	3.025489735751908e-05
hyaE	-4.613605084803575	3.0557638969848656e-05
dtd	-0.9505345378585442	3.315904882310227e-05
fliN	-1.205379454598055	3.324661684313022e-05
nikE	-4.1527204506954725	3.347072355518267e-05
rutA	-1.1190490828346251	3.408308473666177e-05
asmA	-1.0546380647671632	3.523993152896234e-05
nuoA	-1.6996672627240208	3.5287400475308835e-05
glcA	-2.2529555886825636	3.5493955492199976e-05
priB	-7.482918876365227	3.673341903431964e-05
kefC	-1.36571941431678	3.76015491297066e-05
ydfI	-2.2806670854793025	3.8722811917028265e-05
yeaY	-0.7738019452384103	3.874744078598092e-05
glgA	-1.4565395824702771	4.020505594602984e-05
sdhA	-1.527739004554524	4.13755179116001e-05
intD	-2.969359292982092	4.225423039008802e-05
pgi	-0.7851031207589454	4.282898546279491e-05
metE	-1.1262587691152488	4.5356423555278684e-05
gsiC	-0.6415218182609241	4.568653305485833e-05
ugpQ	-4.560208047833866	4.651068380650553e-05
hokB	-2.602267103818309	4.778932818391504e-05
fiu	-3.892970692343775	4.860091406029017e-05
asnU	-6.817202946779941	4.882823571677722e-05
asnV	-6.817202946779941	4.882823571677722e-05
asnW	-6.817202946779941	4.882823571677722e-05
crr	-1.549484952418057	4.92148130890885e-05
thrU	-6.655416937218506	5.064183224007458e-05
arnT	-1.1425604876615345	5.148416038419064e-05
ypjJ	-1.753456811918403	5.189677789596515e-05
gsk	-1.135115100362923	5.213371610607327e-05
nrfB	-1.6645326936953826	5.2226686250251975e-05
rhlB	-1.3666004227450037	5.293730616797085e-05
ydeT	-1.4839707349892541	5.730153708540754e-05
flgC	-7.539733598335201	5.802554715062417e-05
asnT	-6.027377838139319	6.069471961124055e-05
yidP	-0.9186899834341765	6.380513335411686e-05
cbtA	-2.239495580520549	6.485242173123126e-05
paaH	-1.6796384458284082	6.696956380064285e-05
ydcS	-2.8849316474440525	6.872924051190495e-05
yjiT	-1.6594117050510007	7.025123632035592e-05
ydfJ	-1.9102484339534962	7.090370611126953e-05
metF	-2.4539984007755353	7.107651567427671e-05
ymfD	-0.5416842266839507	7.342201756649905e-05
psuG	-1.3102860304385688	7.446367710447272e-05
rcsA	-0.9022382478918418	8.205583331893333e-05
yiaY	-1.6700483149141367	8.213966013130096e-05
yegT	-1.2305818355376488	8.645047024495124e-05
fecR	-1.6365367658226397	8.693332465398805e-05
cysU	-1.8030381566975042	8.768411764214504e-05
rutE	-1.31648930345933	9.027726198900748e-05
tdcE	-1.1226544757345502	9.556208749882254e-05
glpF	-1.746073045540941	9.651121916007285e-05
yihP	-1.638593888957937	9.6785532560693e-05
sspA	-1.422886160374539	9.711277506656074e-05
yddE	-1.1415954073044772	9.976319720506378e-05
ycdT	-0.882985177529761	9.994717328964767e-05
yijE	-1.1331048556624148	0.00010034003416023263
yraI	-1.3424877947943539	0.0001006877837175956
aphA	-1.2573360732166643	0.00010082033688547443
rsmA	-1.3523700970381844	0.00010202727368638408
ccmC	-1.6812775290958129	0.0001041908624485591
ymfN	-1.6532593129120894	0.00010451000396286694
cas1	-1.295043490664449	0.00010546737770656272
csiD	-2.1076362275790395	0.00010690236948875077
moaE	-2.4081797698956766	0.00010690236948875077
hdfR	-4.962392334579424	0.000107932641877271
yciT	-1.3275385709750707	0.00011160911465398453
frc	-2.686406430606192	0.00011525093594720392
menB	-1.3018406711945063	0.00011598167934054882
wecF	-2.531134263439578	0.00011692415982873259
tynA	-1.6825773488056959	0.0001208424672565843
yeiB	-1.279834069965316	0.00012156478467304662
feaB	-0.9820788981717395	0.0001236907433536363
wzxE	-0.7217423182595615	0.00012825244776963778
argR	-2.7138621402200216	0.000128991673310989
hsdS	-1.5409092848385888	0.00012973441444697996
yfbS	-1.0235967623219002	0.0001306750535003735
recF	-3.394030050596183	0.0001308607192968255
gntT	-4.001948096384759	0.00013119304481657253
yffQ	-4.8684208501260136	0.0001338490411244926
def	-7.403009404841241	0.00013392684035550096
yahN	-1.3202484574195816	0.00013749926860965537
cytR	-4.883818413788334	0.00014359163697946975
garD	-1.7670612148211022	0.00014668253926261533
rihA	-0.9562087634459904	0.00015045853606006135
chpB	-0.5140451175450219	0.00015612452147599365
kdpB	-7.535444126057306	0.0001619581762299973
yfjD	-2.7799794501575046	0.00016205815062349352
pgrR	-0.9772768515339854	0.00016313360457917385
fucP	-1.4235962864719707	0.00016823446942711685
dnaQ	-1.008171433662575	0.00017048103899557825
slt	-3.324444022967595	0.00017405870871882288
barA	-2.2960585608420545	0.0001742019015174936
rusA	-2.0254429627417245	0.0001876333343225804
adeQ	-4.183091897699571	0.0001904466670136263
yaeR	-2.2857515681495624	0.0002057847851703553
yraR	-2.724152710883901	0.00021443071346269104
malS	-1.3038149168431068	0.00021729371715152707
yccX	-1.723379326529737	0.00021798347814594262
yaeQ	-3.6825960002987843	0.00022092690736328987
yedI	-1.1268520560416715	0.00022701429907490817
curA	-0.82483862261887	0.0002352761336894988
ynbD	-0.6756517720620883	0.000235437733440952
yqjA	-1.2737419310718203	0.00023645769112742718
ybjS	-7.413545419246903	0.00023926195403306427
ygdG	-1.491026176211097	0.0002398015722204954
clsC	-3.9111050167223906	0.0002446795143516048
fes	-0.9835897274247581	0.0002454186896110411
uhpA	-1.6743468924287066	0.00024679801620224186
fecA	-1.8857868473076618	0.00025454012966116444
ybjT	-0.9908619365280344	0.000257369102802262
yohD	-0.758359289052893	0.0002593470199263369
ppdC	-0.9536324739774195	0.0002610302690342695
yaaA	-1.0179986405610983	0.00026599685226891474
yrfG	-1.3669683689488439	0.00028118334823717527
C0343	-1.714175816714922	0.0002822718016241252
tfaE	-1.3470844277311698	0.0002851490974560027
mpl	-2.1089584930125134	0.00028541401432353536
yecM	-0.6845003425558237	0.00028571776815503134
ptsG	-1.2944430278091783	0.0002872838949553674
yqiC	-1.4435830791062259	0.00028826560571715813
yegL	-1.0923635390797846	0.00028829123496724844
trmA	-0.6612128519218129	0.00028856693311251003
queE	-2.10510260060884	0.00028870534272612466
glcF	-1.148460461092642	0.0002905902302639544
slyX	-0.9002320112615965	0.00029124756384095094
rsxG	-2.437822319938995	0.00029366640144556065
rlpA	-1.5110587606949961	0.00029395866890940896
rluA	-0.9744888183286651	0.00029559795388381247
fre	-1.319602045125685	0.00029776571801728866
ybjE	-7.406124095534177	0.00029980162872340205
sixA	-0.9390048492624726	0.0003056058404003424
yeiW	-0.6659030330097404	0.0003059492710574544
rlmN	-1.3182510363549511	0.0003070017650027676
insEF-1	-2.1280078625247003	0.00030764350890968747
insEF-2	-2.1280078625247003	0.00030764350890968747
insEF-5	-2.1280078625247003	0.00030764350890968747
insEF-3	-2.1280078625247003	0.00030764350890968747
insEF-4	-2.1280078625247003	0.00030764350890968747
ompC	-0.7893055125846644	0.00030764350890968747
aroC	-0.8362572431603879	0.00031252982435922176
yifE	-0.9992172172363013	0.00031310176704811994
yecD	-0.884537442969425	0.0003239109483553107
grpE	-0.4629427249488724	0.0003246247878773262
gloB	-0.6639618620843999	0.0003311124050447157
hpf	-1.4259651233897523	0.0003311124050447157
glnG	-0.9527799538695845	0.00033333496409642326
yiaD	-0.6244498308807919	0.00033475347934479186
fliG	-1.4287507698421373	0.0003390281012153271
ddlA	-1.0445457476287534	0.00034394499429972453
eutN	-1.1047980135906723	0.00034461294544255454
atpF	-2.003710904134524	0.00034461294544255454
fdhD	-2.3649370259732927	0.00034725130964908163
glnX	-6.832202846761003	0.00034892132996949544
dacA	-1.3381966012136939	0.0003532062387843815
insA-4	-2.158460011883897	0.0003533603254472588
ftsX	-0.8318062629780656	0.0003545351942011013
yibI	-0.9862103730041414	0.0003717419113116104
entB	-0.5918800422509841	0.0003725764399256438
mug	-1.625678700402696	0.0003908638809826641
yebE	-0.5928628140724841	0.0003920439265039423
leuO	-0.6734732869591445	0.0004097166138173006
dppA	-2.278110843642873	0.000410623847832125
dcp	-2.16379500087154	0.00042206219530730333
truA	-1.343093503209193	0.0004290152025563752
ulaA	-1.854902049282916	0.00043096890403155106
yifK	-2.354646127860927	0.0004359753687068731
fecE	-0.46420455256965293	0.0004493225269329254
yedR	-1.225277252312924	0.00045041894733794237
dosC	-1.1977712804655845	0.00045466094918246636
pepE	-0.9234325485652001	0.0004727397550309566
roxA	-1.460228838296017	0.00047557712569711003
yehB	-1.5593489523966555	0.0004913438940144034
tyrA	-1.2357899852916976	0.0004939393580706743
livF	-0.8681982481915841	0.0005059900546080671
caiC	-0.9061338679083234	0.0005065302712269508
ycbJ	-1.9900295718492151	0.0005068320184938971
ydgI	-2.8048639311014245	0.0005115729283174738
narL	-0.9001977560056711	0.0005121467665556278
cysC	-1.1870867816527217	0.0005159684552926847
hycI	-0.9272253724046073	0.0005282110303793831
ftsE	-0.5759097261975951	0.0005296533103259832
fliJ	-0.8754566986031044	0.0005326883042361393
ykfI	-2.57491878143701	0.0005451360639439097
yigZ	-1.497179157283448	0.0005451834997917511
citG	-1.9594412320161436	0.0005582977420679266
rpsK	-5.5191139731911205	0.0005685226506883834
rpsS	-9.395350909646782	0.0005705690492811774
rlmF	-3.2429004102958983	0.0005742008172909703
dppB	-1.378831643210286	0.000575063595142127
yodC	-1.6731374545995275	0.0005809491488283596
yhhJ	-1.0217887431798778	0.0006080432773227278
wzzE	-1.7759777495359295	0.000625674649171023
cobT	-1.6310646606656867	0.0006263967180291855
mdtD	-2.09622644429461	0.0006327359610198141
hcaE	-1.528096882625779	0.0006360386270378997
aroD	-0.5016495660691549	0.0006368076942275661
dgoT	-0.9919257407839968	0.0006523053341850601
ybiY	-5.219209269916114	0.0006663341227664638
insAB-2	-1.7148427131026966	0.0006904278675512556
insAB-3	-1.7148427131026966	0.0006904278675512556
yhaO	-1.088363896042197	0.0006953638320086973
flgM	-0.9860307139238486	0.000696222238402668
yjjU	-1.725133950373432	0.000697496297838439
glpG	-1.9719054149684088	0.0007007936682934352
yoaB	-1.0209258838788848	0.0007031921785389892
yfgI	-1.0211193498084405	0.0007034464759712552
ygiF	-0.9841364727745981	0.0007088056949503285
creC	-1.18483520459055	0.000715838144630534
insAB-1	-1.7148427131026966	0.000724708759568683
insAB-5	-1.7148427131026966	0.000724708759568683
insAB-6	-1.7148427131026966	0.000724708759568683
ychQ	-0.6291344769728543	0.0007353807645676759
nrfF	-0.9579508170193982	0.0007404361061242812
yebG	-1.5353983468318129	0.0007555406413723054
ypjM_2	-0.7946615756187754	0.0007582890079335363
iclR	-1.4408896042546342	0.0007691377395259576
fimD	-7.198796295611166	0.000792885102212005
iscU	-2.357163639715994	0.0008095175441125529
yjjV	-1.2523387022618557	0.0008177679155119159
ydiK	-1.0715041877876912	0.0008337827481934203
panE	-1.9340379450569518	0.0008353875370160163
tdcF	-0.8094133186516869	0.0008453427949456816
ydcI	-4.190286072212631	0.0008465245936491236
kdpC	-1.3503012231570224	0.000860744935816058
yedK	-1.0519844839901114	0.0008779780508463588
yneG	-1.060248314805647	0.0008829071241222527
yccU	-0.4819159196529681	0.0008890887739022747
yjfF	-0.9795677638110715	0.000909517064693862
gntP	-4.254226184641415	0.000909517064693862
nanA	-1.3788742252103439	0.0009285744639766186
ytjC	-1.3932925513669767	0.0009634236619227465
yjdM	-1.4494533219650017	0.0009663025589096226
yiiD	-1.3298855761800048	0.0009718108360534066
recG	-0.8445713328232194	0.0009798429084478598
yccT	-6.836235095312859	0.0010543600021205425
dppC	-0.8134838358846831	0.0010800062776039718
yggW	-1.4538510237582727	0.0010848673969140567
pyrD	-6.8722152962132785	0.001090263797924288
wcaA	-1.3727931262719792	0.0010940197736806604
nirD	-1.0828231091697829	0.0011081180404930889
speC	-3.431339716310729	0.0011367723996986642
purM	-0.7371522655333986	0.0011709938676619297
hrpB	-1.511356735112571	0.0012377829997646985
insD	-1.157504782113646	0.0012446741192737316
yjgL	-3.087749002378281	0.0012763145506167082
hemX	-1.0284437974051912	0.0012837562171332108
gcvR	-0.671376366959609	0.0012886963288920262
yhjA	-0.7344208517043894	0.0013065524886729386
yieF	-3.6550873218999076	0.0013129988799141562
qmcA	-1.4983629030220746	0.0013145260605392055
cobS	-1.712746454028604	0.0013406843816430268
ybcO	-0.7554143443100344	0.0013427111276657607
rtcA	-0.9805426695416585	0.0013580960064508028
kdpD	-1.1769452523929753	0.0013639324712392304
araD	-6.705122195715783	0.0013715515516470576
btuD	-1.9781498212942847	0.0013898060095432804
leuE	-2.2503841464721104	0.0013915947448522976
ydbD	-1.0138019882769707	0.001402077904635991
yiiG	-1.298058419743849	0.0014303829316189786
cbrA	-1.3333855028199604	0.0014340569739219077
araB	-0.9271604168590315	0.0014344611608390775
cutC	-1.006197661881765	0.00148662594171112
rssA	-1.2491265806423775	0.001490219794763084
yzfA	-0.7280379192420248	0.00150712746734819
rsxA	-1.5359386559275232	0.0015212374759160396
araF	-2.289711950429272	0.0015225122228905152
yeiR	-0.8571549204466847	0.0015690761212577419
prmA	-0.8375844226692479	0.0016601252926813186
yaiY	-0.848907259030815	0.0016659967675518817
artQ	-1.205951846352695	0.001676279412726181
alaV	-9.85305491659276	0.001690742801184672
alaT	-9.85305491659276	0.001690742801184672
yjaB	-0.9221193223263383	0.0017369219159138701
ypfJ	-0.8006914338551914	0.0017514219737066268
xylG	-0.7814631095373598	0.0017643268068727085
yqeI	-1.0547373439122343	0.0017662126530010602
psuT	-0.6577114239651983	0.0017776339530614588
dhaK	-1.421141434373007	0.0018055432672359495
rplS	-6.664191371961699	0.0018414180834923314
gcvB	-0.8350611930869966	0.0018883772487164304
mutM	-1.802154461739365	0.001915755558615658
lysA	-1.2990701937045037	0.001915755558615658
fucK	-0.7687289401195488	0.001923249388463353
acrR	-1.2829400897013727	0.0019315631554126347
rapZ	-0.8043027138009601	0.0019489891485518036
narZ	-1.8042500053091575	0.0019689028176735164
ybiO	-0.7199138263812961	0.00197285624575752
sgcA	-1.0047525289606116	0.0019816255382125382
ypdC	-1.063470457020461	0.002008742519802853
yfdV	-1.178597421010537	0.0020228445675048155
ygbJ	-3.6555720818276085	0.002033552314477185
metQ	-0.704417988965503	0.0021922506464720328
ydjJ	-1.4856452286558217	0.0022516452780815643
ansP	-1.3218802652305985	0.0023339920775310714
yiiQ	-0.8913576524277257	0.0023544553537526683
ygeA	-9.649820014343401	0.0023621870277974943
bacA	-1.4007610452777686	0.0023860292200658132
ybgS	-0.8606927546329558	0.0023860292200658132
rng	-1.0197045678328491	0.0024818325493261625
ygdB	-1.53485561620102	0.0024828313052388546
alaU	-9.85305491659276	0.0024998712634489704
tsx	-0.9009129807950892	0.0025125554279042026
nfuA	-1.2656316893513841	0.0025304091393301064
flhA	-1.8414765625401006	0.0025481839178816347
yafD	-0.8705248470558278	0.0025481839178816347
yecJ	-0.4249553036872195	0.0025499970248461998
paaD	-2.2782529154809055	0.002604986829806745
trmH	-0.780012858655441	0.0026368980433487585
wecE	-1.327821882699693	0.002670567682406513
kefB	-1.081280576053788	0.00268757654606025
ygiH	-1.5444870843581087	0.0027138452119411256
yjgR	-1.487455637983774	0.0027218323866769647
dmlA	-1.6315177086307813	0.0027826864085678717
afuC	-0.822331295705227	0.002911517090244936
prpB	-1.1520372383313542	0.0029331729541206054
yjjI	-3.0416461119293827	0.002939463757468183
yjhV	-1.0366234489152992	0.002944363890849377
nsrR	-0.4376171569891876	0.0030017166027248034
araG	-0.5904100416451847	0.0030017166027248034
queC	-1.355112818837366	0.0030182293039233755
hypD	-0.8186710730762168	0.0030250726177224367
ompF	-1.5593830864922786	0.0030263313920883043
aroP	-0.7524097139011002	0.0030313807088032645
narH	-1.9671606449233225	0.0030556700317006607
sohB	-1.1113074149457525	0.0031186372204582537
fliK	-1.1871233460675876	0.0031305035277259257
rplC	-9.655264381080322	0.003143803187451983
tatB	-1.067012352334076	0.0031585900766213076
arnA	-2.66734002901526	0.0031746807080571754
mngR	-0.7521799521884751	0.0032140555076781083
scpC	-2.2939142674510964	0.0032680151075735104
xanQ	-1.244712444563312	0.003308132755278488
gph	-0.9865221649258952	0.003309710388589404
msrB	-1.9071842709652231	0.003356341028026581
msrA	-0.8691938141671683	0.003365318071905677
ybbP	-1.3604700545586859	0.0034792293743927958
melR	-0.6881859667263769	0.0034792293743927958
yhcA	-1.1410862191743414	0.003480101569643562
ilvH	-0.8259027313345205	0.003484320490902391
hisF	-1.02418892541188	0.0035413643880981022
kch	-0.49553099750606455	0.0035578658317634492
yqgA	-0.6948806213561676	0.0035702576961007568
yaiX	-1.3452312546766698	0.0036398708376051006
cspD	-0.7604405631143701	0.0036909429578981263
ytfF	-0.9332783196535624	0.003773162408867
yihR	-0.9001057839372161	0.0037814725236609103
hchA	-5.46615708564373	0.0037814725236609103
nlpE	-1.6710881941637281	0.00382875564478141
yaiU	-1.4186041088587373	0.0038553271008853825
thiH	-2.6363095354289525	0.0038729357894273517
ycaQ	-2.736522242705684	0.0038786230149185624
yqfA	-0.8388495749499767	0.003958473160861091
ygaY	-0.5679361126046306	0.003985127036480368
nudB	-1.49589038206238	0.004029797615769826
ilvI	-0.666711912828291	0.004042392201593549
yddB	-1.7464504577549893	0.004053869565350452
xisE	-0.4688046555076035	0.004053869565350452
polB	-1.1992384676506482	0.004093573956766271
ubiA	-0.8407787570315572	0.004099189534456541
flgF	-2.6175785760351196	0.004099189534456541
mdtG	-1.1057842529609356	0.004099189534456541
ydcC	-1.1349266158688742	0.004149721480546728
yhjK	-3.854626835030886	0.00420940588382125
speB	-0.6939472255383504	0.004231525024637578
infA	-8.8847879220298	0.004255226659418799
ybjQ	-6.356856317347714	0.004307731677059366
fkpA	-0.7273571070420912	0.004309925417479945
yghB	-1.711375760619581	0.004392306446484717
yjiN	-0.7851336236888543	0.004415243574982834
adeD	-1.708418570915548	0.004426101304689473
yoaC	-1.5585730796142974	0.004568009505733187
gfcE	-1.9495670603167043	0.004571777967450458
ycaK	-0.8259114586246927	0.004592540015375124
manX	-0.6757785711770254	0.004598822911904972
ryfA	-0.8207565443951721	0.004631288904271599
yahB	-0.4515879086608581	0.004640910055969184
yfaZ	-2.7198898697626492	0.004640910055969184
ytfT	-3.132939969447796	0.004655866677041068
yqiG	-1.5940148782390064	0.004668471903809676
yibV	-0.7157299287394193	0.004718356949442735
xerD	-1.663029391521162	0.004754431692740839
yhhI	-0.804866777512407	0.004857424856393576
ydjE	-0.9936541446502912	0.0048650491597886664
ybjD	-2.512262065477892	0.004877387268591302
ygbK	-4.076384008934824	0.004879592739151312
yieE	-0.9032471178762513	0.004906186066237955
ybhP	-0.6195562988884447	0.00491499429598536
essQ	-2.5578901991980745	0.004970131815984281
ybfK	-2.5477440418273107	0.004985771306240684
yncI	-4.834998281362587	0.00500539804607607
yjjX	-0.9712927799944205	0.00500539804607607
yihT	-0.8213743104893292	0.005038844783172912
azoR	-4.59463054710824	0.0050550809851906305
pyrE	-0.6096408167458714	0.00507508076651959
rpmA	-6.994240793886598	0.00507913197430791
ygfT	-0.6990987472683952	0.0050860169488856416
yciK	-0.7476196859990649	0.005109081686627991
pyrI	-1.8091616281950753	0.005109081686627991
ybfL	-0.804866777512407	0.005189341362766614
yneJ	-0.8131390304075958	0.005224648665555499
hycD	-0.8491419327978693	0.005271630703612839
paoB	-4.2378700700343055	0.005271630703612839
cpdA	-1.9316747913983103	0.005331374247460333
ydiM	-3.612552334277245	0.005402214266552548
yadL	-0.8569896230097819	0.005483249525017883
ynfM	-1.6201623384888741	0.0057207239687626175
dppD	-1.3678850935983167	0.005801896860064104
ykfC	-1.3618857429316347	0.006019140088277067
kefF	-0.6033295957535971	0.006070282791967186
pqiB	-0.5324816115380302	0.006081098052694085
rpsB	-7.86376106447037	0.006114222972564654
tfaX	-1.8343422097482998	0.006256243308283117
paaA	-2.7952813316256133	0.0062647155736048985
fadB	-0.8612061424135359	0.006363114467752774
astB	-0.8089038903600757	0.006425145761754333
iap	-0.5849316217653769	0.006456574462964921
rfbB	-6.142697324974637	0.006470790208681211
yffN	-2.1114059948713755	0.006745729093552507
srlD	-0.735841997149345	0.006992628048275725
hns	-0.7790881736846375	0.006992628048275725
raiA	-5.8795624960185995	0.0069999491785762
dut	-2.098981800914936	0.007023244653075257
srlE	-0.4698950736399795	0.007083153301194267
yegI	-2.058515012405237	0.007122593464647075
ttdR	-0.9796777389782075	0.007183983494296057
flgN	-1.0468653915114703	0.007183983494296057
yehR	-2.0318194582909843	0.007231426679394034
ampE	-0.45741356500731967	0.007232812929815789
lplT	-0.9699199563313791	0.007241653717345651
fliP	-0.6879257085653587	0.007342111403787608
yddM	-1.086026646396018	0.007415294407937321
yqaA	-0.7149387144277333	0.0074546251986833895
thrT	-0.6605232679885052	0.007546004616252231
nlpC	-0.7212991188898776	0.00756282838208457
bglA	-1.28737914425943	0.007602851630657334
rcsC	-3.615951694421648	0.007716925051260239
ybcN	-1.948324656053113	0.008000040647548449
cobU	-1.4882788013322905	0.008000040647548449
yihN	-1.8868853831102248	0.008031397962660574
hslU	-0.7764907142414567	0.008136964495032666
ymgF	-0.8175636554513097	0.008200153083628196
mhpC	-0.6329737095467244	0.008229907001401965
amn	-0.9541427494369159	0.008258627281472919
wbbJ	-0.8145804239978905	0.008380558962878868
yieK	-1.0225507444057063	0.00843076220300238
yhbU	-1.4545044645482954	0.008457504843616653
ibpA	-1.6184430656808728	0.00859275411201189
moaD	-0.7375448538573619	0.008611385360682768
sgcQ	-0.9086259039542107	0.008679293545604365
pabB	-1.5107936511305584	0.00890406810419044
hyaA	-1.2696629064450888	0.009006599609713535
pgaA	-2.067654185721548	0.009048696171886318
creB	-0.7470863255211635	0.009197040779515752
yjiJ	-2.5882086268307702	0.009218013721890819
ybhG	-1.3561202665361085	0.00924316717336337
narV	-1.015224272228527	0.00928009433499765
nohB	-0.541259072535235	0.0092872835758527
yceM	-0.9418120470803965	0.009327548156488908
ydeO	-2.1821668262132086	0.009533738906590806
mltF	-0.6141282311366425	0.009596343285393197
dsbA	-0.7697768587917675	0.00962146368616027
fklB	-0.5766419745537987	0.009705410663606211
hcaB	-2.302602140163131	0.009761344058665408
pinE	-1.1186842686130978	0.009829407929341972
rsmD	-1.4309714707664238	0.009829682303559049
gcd	-1.090647532809495	0.009835644579974838
yhgA	-0.4628496037214791	0.010311911621568436
ygfZ	-0.7754740757540037	0.010311911621568436
nfrB	-1.8782983441460535	0.010349367222173207
hflK	-0.8545124900125874	0.010467413940799928
aspA	-1.0372613037279446	0.010468387403844717
phoE	-3.0038855968636082	0.010490416130027254
fimF	-1.1119768560745562	0.010653638818340623
envZ	-2.698633684726898	0.010727952547970964
ygcQ	-0.8730907673951571	0.010748230978390944
serX	-3.143178687422695	0.010774195663644485
ygjR	-2.6449912876794506	0.010901250825869442
yqjG	-1.0453207961576991	0.01095348073191023
